Year,Month,Layer,Station,Region,Class,Species,Group,TrophicMode,m,un
2023,8,SCM,13,Coast,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,2.066232141,2.530423267
2022,4,SCM,4,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,2.44650224,4.737786292
2023,8,Surface,13,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,13,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,1,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,3.631297927,3.759846363
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros debilis,Diatoms,Autotroph,1.585665576,4.249398906
2022,10,Surface,1,Coast,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,0.361959432,0.440174864
2022,4,Surface,13,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.98746189,1.622621801
2022,10,SCM,13,Coast,Bacillariophyceae,Eucampia cornuta,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,13,Coast,Bacillariophyceae,Chaetoceros denticulatus,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia alata,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,1,Coast,Dinophyceae,Tripos fusus,Others,Mixotroph,0.50774948,0.420815489
2023,8,SCM,13,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,2.733961528,4.769701035
2023,5,Surface,11,Front,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,Surface,13,Coast,Bacillariophyceae,Bacteriastrum hyalinum,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,1,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,1,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,1,Coast,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,2.158012738,2.00890358
2022,4,Surface,11,Front,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,1.703064751,2.473088277
2023,8,SCM,6,Offshore,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,3.414408549,3.92863379
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,2.674378884,4.315803792
2023,8,Surface,13,Coast,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,0.678126329,1.520541065
2023,8,SCM,1,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0.678126329,1.520541065
2023,10,SCM,11,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,0.678126329,1.520541065
2023,5,Surface,13,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.460586331,0.382656213
2023,10,Surface,4,Front,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,0.605853875,0.767746269
2023,8,Surface,13,Coast,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,1.696542573,2.927916233
2023,10,Surface,1,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,1.61411667,2.10532152
2022,10,SCM,11,Front,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,2.518436523,3.655279846
2023,5,Surface,11,Front,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,3.18657469,2.915357962
2023,8,Surface,4,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,11,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,11,Front,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,13,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,13,Coast,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,6,Offshore,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,11,Front,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,11,Front,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,SCM,11,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,4.970350963,6.548866749
2023,10,Surface,13,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,2.596782623,2.530364713
2023,8,Surface,13,Coast,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,2.083586049,2.657685749
2022,10,SCM,1,Coast,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,1.294898872,1.708469676
2022,10,SCM,4,Front,Dinophyceae,Katodinium glaucum,Others,Mixotroph,0.753218603,1.664146747
2022,4,Surface,1,Coast,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,1.727452053,1.749464977
2022,4,Surface,4,Front,Bacillariophyceae,Eucampia cornuta,Diatoms,Autotroph,0.964266697,1.353556063
2023,5,SCM,6,Offshore,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,2.227593573,3.415702531
2022,10,Surface,4,Front,Bacillariophyceae,Chaetoceros peruvianus,Diatoms,Autotroph,0.799408724,0.656794331
2022,10,SCM,11,Front,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,1.627844286,2.339603403
2023,8,Surface,11,Front,Dinophyceae,Tripos fusus,Others,Mixotroph,2.477435402,2.708439214
2023,8,SCM,1,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,2.960700233,4.580113726
2023,10,Surface,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,0.443031137,0.779984166
2023,8,SCM,6,Offshore,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,4.774492684,4.723126875
2022,4,SCM,13,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,6.587578125,6.026408917
2022,10,SCM,13,Coast,Dinophyceae,Dinophysis caudata,Others,Mixotroph,2.158012738,2.00890358
2023,10,SCM,11,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,Surface,13,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,SCM,13,Coast,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,11,Front,Dinophyceae,Prorocentrum triestinum,Others,Autotroph,2.158012738,2.00890358
2023,8,Surface,6,Offshore,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,11,Front,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,11,Front,Bacillariophyceae,Bacteriastrum varians,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,6,Offshore,Bacillariophyceae,Rhizosolenia bergonii,Diatoms,Autotroph,1.689526165,2.091953473
2023,8,SCM,11,Front,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.689526165,2.091953473
2023,10,SCM,1,Coast,Bacillariophyceae,Stephanopyxis turris,Diatoms,Autotroph,0.01230986,0.024629795
2023,10,SCM,13,Coast,Bacillariophyceae,Chaetoceros debilis,Diatoms,Autotroph,3.749305238,4.124706092
2023,10,Surface,6,Offshore,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,0.50774948,0.420815489
2022,4,SCM,11,Front,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,0.870374498,0.950231021
2022,10,SCM,1,Coast,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,0.470000371,1.214984393
2022,4,SCM,4,Front,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,1.41922845,1.215810906
2023,8,SCM,4,Front,Bacillariophyceae,Thalassiosira sp.,Diatoms,Autotroph,1.423445878,1.766496516
2023,8,Surface,13,Coast,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,1.814703288,3.478115495
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,1.199589914,1.922885431
2023,8,SCM,6,Offshore,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,0.013159431,0.125518682
2023,8,SCM,6,Offshore,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,3.271813215,2.910069421
2022,4,SCM,11,Front,Bacillariophyceae,Eucampia cornuta,Diatoms,Autotroph,2.370506127,3.296463918
2023,10,SCM,1,Coast,Dinophyceae,Dinophysis acuminata,Others,Mixotroph,2.158012738,2.00890358
2022,10,Surface,4,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,4,Front,Dinophyceae,Katodinium glaucum,Others,Mixotroph,2.158012738,2.00890358
2023,10,Surface,1,Coast,Dinophyceae,Katodinium glaucum,Others,Mixotroph,2.158012738,2.00890358
2022,10,SCM,13,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,5,Surface,1,Coast,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,4,Front,Dinophyceae,Prorocentrum micans,Others,Mixotroph,2.158012738,2.00890358
2023,10,SCM,4,Front,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,2.158012738,2.00890358
2023,10,Surface,4,Front,Dinophyceae,Protoperidinium steinii,Others,Heterotroph,2.158012738,2.00890358
2023,8,SCM,6,Offshore,Bacillariophyceae,Ditylum sol,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,11,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,1,Coast,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,4,Front,Dinophyceae,Tripos muelleri,Others,Mixotroph,2.158012738,2.00890358
2023,10,SCM,4,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.387442662,0.966263936
2023,10,Surface,4,Front,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,2.265985174,2.688364738
2023,5,SCM,13,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0.31518409,0.454952081
2023,10,Surface,11,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,5.388390107,6.40297889
2023,8,Surface,1,Coast,Dinophyceae,Prorocentrum triestinum,Others,Autotroph,0.98746189,1.622621801
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,0.98746189,1.622621801
2023,5,SCM,1,Coast,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,5.107404352,6.240161944
2023,8,Surface,6,Offshore,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.207521212,1.096795658
2023,8,SCM,4,Front,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,2.669089,2.989531159
2023,8,Surface,13,Coast,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,1.052179052,1.832311999
2023,8,Surface,11,Front,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,0.278370428,0.610960322
2023,10,Surface,4,Front,Bacillariophyceae,Rhizosolenia imbricata,Diatoms,Autotroph,1.628959167,2.195776289
2023,5,SCM,13,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,0.015529575,0.022564838
2023,5,SCM,13,Coast,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,0.015529575,0.022564838
2022,4,Surface,13,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,13,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,Surface,1,Coast,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,2.158012738,2.00890358
2022,10,Surface,13,Coast,Dinophyceae,Gymnodinium sp.,Others,Mixotroph,2.158012738,2.00890358
2022,10,SCM,6,Offshore,Bacillariophyceae,Paralia sulcata,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,6,Offshore,Dinophyceae,Prorocentrum obtusidens,Others,Mixotroph,2.158012738,2.00890358
2023,8,Surface,11,Front,Bacillariophyceae,Actinoptychus sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,11,Front,Bacillariophyceae,Pleurosigma elongatum,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,6,Offshore,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,2.158012738,2.00890358
2023,8,SCM,4,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,SCM,13,Coast,Dinophyceae,Tripos extensus,Others,Mixotroph,2.158012738,2.00890358
2023,8,SCM,11,Front,Bacillariophyceae,Ditylum brightwellii,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,11,Front,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,6,Offshore,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,6,Offshore,Dinophyceae,Tripos kofoidii,Others,Mixotroph,2.158012738,2.00890358
2023,10,SCM,11,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,13,Coast,Bacillariophyceae,Rhizosolenia pungens,Diatoms,Autotroph,2.158012738,2.00890358
2023,5,Surface,1,Coast,Dinophyceae,Tripos muelleri,Others,Mixotroph,0.634553834,1.207743835
2023,5,Surface,13,Coast,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,1.213175832,1.196549181
2022,4,SCM,13,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,4.572806864,4.766830766
2023,8,Surface,1,Coast,Dinophyceae,Alexandrium sp.,Others,Mixotroph,2.200602427,2.379433871
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,3.128031807,5.022860518
2023,5,SCM,13,Coast,Bacillariophyceae,Asterionellopsis glacialis,Diatoms,Autotroph,0.952221417,0.928286484
2023,10,SCM,13,Coast,Dictyochophyceae,Octactis sp.eculum,Others,Autotroph,1.786745913,2.074719063
2023,10,SCM,1,Coast,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,1.796053306,1.578728717
2023,5,Surface,1,Coast,Dinophyceae,Tripos lineatus,Others,Mixotroph,1.145630096,2.188371413
2022,10,Surface,1,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,1.607640059,1.878343941
2022,4,Surface,1,Coast,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,2.711678689,2.666914268
2023,5,SCM,4,Front,Cryptophyceae,Cryptomonas sp.,Others,Mixotroph,2.473637983,2.154446345
2023,5,Surface,11,Front,Dinophyceae,Gymnodinium sp.irale,Others,Mixotroph,1.178449903,1.111325895
2023,5,SCM,6,Offshore,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,3.563472459,3.146048264
2023,8,Surface,13,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,5.726948528,5.364836849
2022,10,SCM,1,Coast,Bacillariophyceae,Bacteriastrum hyalinum,Diatoms,Autotroph,0.884535181,0.757963851
2023,8,SCM,1,Coast,Bacillariophyceae,Guinardia delicatula,Diatoms,Autotroph,1.668160592,1.463200718
2022,4,SCM,11,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,SCM,6,Offshore,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,1.923769451,2.050428527
2022,10,SCM,1,Coast,Bacillariophyceae,Chaetoceros peruvianus,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,Surface,6,Offshore,Dinophyceae,Katodinium glaucum,Others,Mixotroph,1.923769451,2.050428527
2022,10,Surface,1,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0.459208131,0.555751202
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,1.699624595,1.570718151
2023,10,Surface,13,Coast,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,1.502138585,1.225366673
2022,4,SCM,4,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,2.860742599,2.577475922
2022,10,Surface,4,Front,Bacillariophyceae,Chaetoceros costatus,Diatoms,Autotroph,2.524812431,3.342943284
2023,5,SCM,13,Coast,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,0.931129956,0.768038782
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,0.216090236,0.184836646
2023,8,Surface,1,Coast,Bacillariophyceae,Chaetoceros constrictus,Diatoms,Autotroph,3.586928802,3.701505882
2023,5,Surface,1,Coast,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,2.576325596,3.568783905
2023,10,SCM,11,Front,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,1.295605798,1.09055735
2022,10,SCM,11,Front,Dinophyceae,Katodinium glaucum,Others,Mixotroph,2.626511179,3.622845466
2023,8,SCM,13,Coast,Bacillariophyceae,Amphiprora gigantea,Diatoms,Autotroph,2.637252,3.315696436
2023,5,SCM,6,Offshore,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,2.126175738,2.335068858
2023,8,Surface,11,Front,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,2.711678689,2.666914268
2022,4,Surface,11,Front,Bacillariophyceae,Hemiaulus membranaceus,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,Surface,4,Front,Dinophyceae,Tripos furca,Others,Mixotroph,2.158012738,2.00890358
2023,10,Surface,13,Coast,Dinophyceae,Tripos furca,Others,Mixotroph,2.158012738,2.00890358
2022,10,Surface,1,Coast,Bacillariophyceae,Trieres mobiliensis,Diatoms,Autotroph,2.158012738,2.00890358
2023,5,Surface,11,Front,Dinophyceae,Prorocentrum sp.,Others,Mixotroph,2.158012738,2.00890358
2023,5,Surface,6,Offshore,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,2.158012738,2.00890358
2023,5,Surface,1,Coast,Dinophyceae,Protoperidinium sp.,Others,Heterotroph,2.158012738,2.00890358
2023,10,Surface,6,Offshore,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,2.158012738,2.00890358
2023,10,Surface,13,Coast,Bacillariophyceae,Pleurosigma elongatum,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,6,Offshore,Bacillariophyceae,Rhizosolenia setigera,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,13,Coast,Bacillariophyceae,Pleurosigma elongatum,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,4,Front,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,1.553264526,1.326651163
2023,10,SCM,4,Front,Bacillariophyceae,Cylindrotheca closterium,Diatoms,Autotroph,1.210479341,0.98938783
2023,8,SCM,1,Coast,Dinophyceae,Alexandrium sp.,Others,Mixotroph,1.391537863,1.835166317
2023,5,SCM,1,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,4.99151136,5.015123093
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros debilis,Diatoms,Autotroph,2.821070665,3.43675059
2022,10,SCM,1,Coast,Bacillariophyceae,Rhizosolenia stolterforthii,Diatoms,Autotroph,1.751186545,1.970761299
2023,10,SCM,11,Front,Bacillariophyceae,Amphiprora sp.,Diatoms,Autotroph,1.423445878,1.766496516
2023,5,Surface,6,Offshore,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,4.031959033,3.756145552
2022,10,Surface,4,Front,Bacillariophyceae,Chaetoceros sp.,Diatoms,Autotroph,1.448062966,1.939017319
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros danicus,Diatoms,Autotroph,1.851634998,1.805868778
2022,4,SCM,13,Coast,Bacillariophyceae,Pseudo-nitzschia spp.,Diatoms,Autotroph,2.345592756,3.079717593
2023,8,SCM,13,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,2.874857926,2.57836049
2023,5,Surface,13,Coast,Dinophyceae,Scrippsiella acuminata,Others,Mixotroph,1.210479341,0.98938783
2023,5,SCM,1,Coast,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,4.501111193,4.465483509
2022,4,Surface,1,Coast,Bacillariophyceae,Pleurosigma longum,Diatoms,Autotroph,0.737549046,1.156098908
2023,5,Surface,11,Front,Bacillariophyceae,Lauderia sp.,Diatoms,Autotroph,3.563472459,3.146048264
2023,8,SCM,1,Coast,Dinophyceae,Tripos furca,Others,Mixotroph,0.358543068,0.549693085
2023,5,SCM,1,Coast,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,5.236098554,4.592539315
2023,8,SCM,11,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,2.009614415,1.974439044
2023,10,Surface,1,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,3.714291449,4.035602902
2022,10,Surface,11,Front,Bacillariophyceae,Eucampia zodiacus,Diatoms,Autotroph,1.61411667,2.10532152
2022,10,SCM,13,Coast,Bacillariophyceae,Stauroneis membranacea,Diatoms,Autotroph,2.711678689,2.666914268
2022,10,Surface,1,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,0.430593943,0.52174434
2023,10,SCM,13,Coast,Bacillariophyceae,Amphiprora gigantea,Diatoms,Autotroph,2.860742599,2.577475922
2023,10,Surface,13,Coast,Bacillariophyceae,Hemiaulus sinensis,Diatoms,Autotroph,2.641121921,2.423056443
2022,10,SCM,11,Front,Bacillariophyceae,Leptocylindrus danicus,Diatoms,Autotroph,4.679687504,5.08435598
2022,10,Surface,11,Front,Dinophyceae,Katodinium glaucum,Others,Mixotroph,2.873615599,2.859370057
2023,5,SCM,1,Coast,Euglenophyceae,Eutreptiella gymnastica,Diatoms,Autotroph,5.671662041,4.851765289
2023,5,SCM,1,Coast,Dinophyceae,Tripos muelleri,Others,Mixotroph,5.671662041,4.851765289
2023,10,Surface,11,Front,Bacillariophyceae,Thalassionema sp.,Diatoms,Autotroph,2.048019892,2.72498023
2022,4,Surface,13,Coast,Bacillariophyceae,Thalassionema frauenfeldii,Diatoms,Autotroph,7.272082506,8.563327722
2023,5,SCM,6,Offshore,Bacillariophyceae,Chaetoceros didymus,Diatoms,Autotroph,1.923769451,2.050428527
2022,10,SCM,13,Coast,Bacillariophyceae,Guinardia flaccida,Diatoms,Autotroph,1.126605741,1.876677012
2023,5,SCM,13,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,0.799408724,0.656794331
2023,5,SCM,1,Coast,Bacillariophyceae,Biddulphia granulata,Diatoms,Autotroph,5.788817936,4.830996744
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,0.609627223,0.734518507
2023,8,SCM,1,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.028552327,0.033101428
2023,5,SCM,1,Coast,Dinophyceae,Dinophysis acuminata,Others,Mixotroph,5.948495016,5.180770633
2023,5,SCM,1,Coast,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,5.13519926,4.164843037
2023,5,SCM,1,Coast,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,4.00290793,4.459897246
2022,10,Surface,1,Coast,Bacillariophyceae,Chaetoceros lorenzianus,Diatoms,Autotroph,2.527724762,2.055159126
2023,8,Surface,13,Coast,Bacillariophyceae,Bacteriastrum delicatulum,Diatoms,Autotroph,1.210479341,0.98938783
2023,5,SCM,1,Coast,Bacillariophyceae,Chaetoceros affinis,Diatoms,Autotroph,5.015787887,4.068228381
2023,8,SCM,6,Offshore,Bacillariophyceae,Pleurosigma elongatum,Diatoms,Autotroph,2.083586049,2.657685749
2023,5,SCM,1,Coast,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,4.234365319,4.040785883
2022,10,SCM,1,Coast,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,0.884535181,0.757963851
2023,5,SCM,13,Coast,Bacillariophyceae,Skeletonema costatum,Diatoms,Autotroph,0.411359549,0.961533363
2023,10,Surface,4,Front,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,0.887623024,0.728167719
2023,8,Surface,1,Coast,Bacillariophyceae,Guinardia striata,Diatoms,Autotroph,1.914869702,1.951557474
2022,4,Surface,4,Front,Bacillariophyceae,Rhizosolenia hebetata,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,Surface,11,Front,Bacillariophyceae,Rhizosolenia sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,8,SCM,1,Coast,Dinophyceae,Gonyaulax sp.,Others,Mixotroph,2.158012738,2.00890358
2022,10,Surface,4,Front,Bacillariophyceae,Pleurosigma sp.,Diatoms,Autotroph,2.158012738,2.00890358
2022,10,Surface,6,Offshore,Bacillariophyceae,Dactyliosolen fragilissimus,Diatoms,Autotroph,2.158012738,2.00890358
2023,5,Surface,1,Coast,Dinophyceae,Heterocapsa circularisquama,Others,Autotroph,2.158012738,2.00890358
2023,5,Surface,4,Front,Dinophyceae,Katodinium glaucum,Others,Mixotroph,2.158012738,2.00890358
2022,4,Surface,4,Front,Dinophyceae,Prorocentrum sp.,Others,Mixotroph,2.158012738,2.00890358
2023,5,Surface,11,Front,Bacillariophyceae,Chaetoceros curvisetus,Diatoms,Autotroph,2.158012738,2.00890358
2023,5,SCM,4,Front,Dinophyceae,Protoperidinium bipes,Others,Heterotroph,2.158012738,2.00890358
2023,5,SCM,13,Coast,Bacillariophyceae,Chaetoceros setoensis,Diatoms,Autotroph,2.158012738,2.00890358
2022,4,SCM,11,Front,Dinophyceae,Pyrophacus sp.,Others,Mixotroph,2.158012738,2.00890358
2023,8,SCM,1,Coast,Bacillariophyceae,Chaetoceros decipiens,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,6,Offshore,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,6,Offshore,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,11,Front,Bacillariophyceae,Chaetoceros messanense,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,11,Front,Bacillariophyceae,Navicula sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,11,Front,Bacillariophyceae,Stephanopyxis palmeriana,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,Surface,6,Offshore,Dinophyceae,Tripos setaceus,Others,Mixotroph,2.158012738,2.00890358
2023,10,SCM,13,Coast,Bacillariophyceae,Coscinodiscus sp.,Diatoms,Autotroph,2.158012738,2.00890358
2023,10,SCM,11,Front,Dictyochophyceae,Dictyocha fibula,Others,Autotroph,2.200602427,2.379433871
